ano_eleicao;sigla_uf;nome_municipio;descricao_cargo;num_turno;numero_zona;sigla_partido;nome_candidato;nome_urna_candidato;numero_cand;desc_sit_cand_superior;desc_sit_candidato;desc_sit_cand_tot;total_votos
2016;SP;ANDRADINA;PREFEITO;1;9;PC do B;TAMIKO INOUE;TAMIKO;65;APTO;DEFERIDO;ELEITO;14148
2016;SP;ANDRADINA;PREFEITO;1;9;DEM;FLAVIO MIGUEL AMORIM;DR. FLAVIO AMORIM;25;APTO;DEFERIDO;NÃO ELEITO;12191
2016;SP;ANDRADINA;PREFEITO;1;9;PMDB;MAURICIO DE OLIVEIRA CARNEIRO;MAURICIO CARNEIRO;15;APTO;DEFERIDO;NÃO ELEITO;5023
2016;SP;ANGATUBA;PREFEITO;1;215;PMDB;LUIZ ANTONIO MACHADO;DR. LUIZ;15;APTO;DEFERIDO;ELEITO;9731
2016;SP;ANGATUBA;PREFEITO;1;215;PSDB;JOAO LUIZ DE MEIRA;JOAO LUIZ;45;APTO;DEFERIDO;NÃO ELEITO;2394
2016;SP;ANGATUBA;PREFEITO;1;215;PSB;AISLAN TEIXEIRA MENK;AISLAN MENK;40;APTO;DEFERIDO;NÃO ELEITO;1628
2016;SP;ANHEMBI;PREFEITO;1;41;PSD;MIGUEL VIEIRA MACHADO NETO;MIGUEL MACHADO;55;APTO;DEFERIDO;ELEITO;2785
2016;SP;ANHEMBI;PREFEITO;1;41;PMDB;RUY FERREIRA DE SOUZA;RUY FERREIRA;15;INAPTO;INDEFERIDO;NÃO ELEITO;0
2016;SP;ANHUMAS;PREFEITO;1;182;PSD;GENILDO RAMINELI;GENILDO;55;APTO;DEFERIDO;ELEITO;1265
2016;SP;ANHUMAS;PREFEITO;1;182;PMDB;ADRIANO GERVAZONI DE CAPUA;ADRIANO DE CAPUA;15;APTO;DEFERIDO;NÃO ELEITO;1047
2016;SP;ANHUMAS;PREFEITO;1;182;PSDB;EDMO DONIZETI RICCI;PITUCA;45;APTO;DEFERIDO;NÃO ELEITO;644
2016;SP;APARECIDA;PREFEITO;1;190;PMDB;ERNALDO CESAR MARCONDES;SARGENTO ERNALDO;15;APTO;DEFERIDO COM RECURSO;ELEITO;7388
2016;SP;APARECIDA;PREFEITO;1;190;PSD;CELSO ALVES;CELSO ALVES;55;APTO;DEFERIDO;NÃO ELEITO;7238
2016;SP;APARECIDA;PREFEITO;1;190;PR;JEFFERCY DE SOUZA NUNES CHAD;JEFFERCY;22;APTO;DEFERIDO;NÃO ELEITO;4384
2016;SP;APARECIDA;PREFEITO;1;190;PHS;ANTÔNIO DE PÁDUA DOS SANTOS GOMES;TONINHO BARÃO;31;APTO;DEFERIDO;NÃO ELEITO;1261
2016;SP;APARECIDA;PREFEITO;1;190;PEN;ANTONIO GUSTAVO ALVES LOPES;GUSTAVO LOPES;51;APTO;DEFERIDO;NÃO ELEITO;1231
2016;SP;APARECIDA;PREFEITO;1;190;PROS;PAULO SORBILE CAPUTO;PAULINHO CAPUTO;90;APTO;DEFERIDO;NÃO ELEITO;535
2016;SP;APARECIDA D'OESTE;PREFEITO;1;232;PSD;MAERCIO DIAS DE MENEZES;MAÉRCIO;55;APTO;DEFERIDO;ELEITO;1757
2016;SP;APARECIDA D'OESTE;PREFEITO;1;232;PSDB;VALDOMIRO ROSSI;ROSSI;45;APTO;DEFERIDO;NÃO ELEITO;1465
2016;SP;APIAÍ;PREFEITO;1;10;PMDB;LUCIANO POLACZEK NETO;LUCIANO POLACZEK;15;APTO;DEFERIDO;ELEITO;8092
2016;SP;APIAÍ;PREFEITO;1;10;PP;CARLOS ALBERTO DARIO BASTOS DE MORAIS;DARIO DA FARMÁCIA;11;APTO;DEFERIDO;NÃO ELEITO;5296
2016;SP;APIAÍ;PREFEITO;1;10;PT;ALYSSON FRANCO DE LIMA GARCIA;PROFESSOR ALYSSON GARCIA;13;APTO;DEFERIDO;NÃO ELEITO;997
2016;SP;ARAÇARIGUAMA;PREFEITO;1;131;PV;LILIANA MEDEIROS DE ALMEIDA AYMAR BECHARA;LILI AYMAR;43;APTO;DEFERIDO;ELEITO;6080
2016;SP;ARAÇARIGUAMA;PREFEITO;1;131;PSB;LEANDRO AMARO DE ANDRADE;LEANDRO AMARO;40;APTO;DEFERIDO;NÃO ELEITO;4309
2016;SP;ARAÇARIGUAMA;PREFEITO;1;131;PSD;JOÃO FERREIRA DE CARVALHO SOBRINHO;JOÃO BORG;55;APTO;DEFERIDO;NÃO ELEITO;661
2016;SP;ARAÇARIGUAMA;PREFEITO;1;131;PSDC;LUCIENE FERREIRA DA SILVA;LÚ DO CONSELHO;27;APTO;DEFERIDO;NÃO ELEITO;553
2016;SP;ARAÇARIGUAMA;PREFEITO;1;131;REDE;MARIO LUIZ DE MARCO;DR. MARIO LUIZ;18;APTO;DEFERIDO;NÃO ELEITO;468
2016;SP;ARAÇARIGUAMA;PREFEITO;1;131;SD;ANTONIO CARLOS OLIVEIRA CABRAL;TONINHO CABRAL;77;APTO;DEFERIDO;NÃO ELEITO;24
2016;SP;ARAÇATUBA;PREFEITO;1;11;PSDB;DILADOR BORGES DAMASCENO;DILADOR;45;APTO;DEFERIDO;ELEITO;29367
2016;SP;ARAÇATUBA;PREFEITO;1;299;PSDB;DILADOR BORGES DAMASCENO;DILADOR;45;APTO;DEFERIDO;ELEITO;28823
2016;SP;ARAÇATUBA;PREFEITO;1;299;PTB;LUIS FERNANDO DE ARRUDA RAMOS;LUIS FERNANDO DA LOMY;14;APTO;DEFERIDO;NÃO ELEITO;20596
2016;SP;ARAÇATUBA;PREFEITO;1;11;PTB;LUIS FERNANDO DE ARRUDA RAMOS;LUIS FERNANDO DA LOMY;14;APTO;DEFERIDO;NÃO ELEITO;17191
2016;SP;ARAÇATUBA;PREFEITO;1;299;PT;HÉLIO CONSOLARO;HÉLIO CONSOLARO;13;APTO;DEFERIDO;NÃO ELEITO;965
2016;SP;ARAÇATUBA;PREFEITO;1;11;PT;HÉLIO CONSOLARO;HÉLIO CONSOLARO;13;APTO;DEFERIDO;NÃO ELEITO;721
2016;SP;ARAÇOIABA DA SERRA;PREFEITO;1;294;PV;DIRLEI SALAS ORTEGA;DIRLEI SALAS;43;APTO;DEFERIDO;ELEITO;4468
2016;SP;ARAÇOIABA DA SERRA;PREFEITO;1;294;PSB;CRISTIANO GASPERINE;CRISTIANO GASPERINE;40;APTO;DEFERIDO;NÃO ELEITO;3724
2016;SP;ARAÇOIABA DA SERRA;PREFEITO;1;294;PT;MARA LUCIA FERREIRA DE MELO;MARA MELO;13;APTO;DEFERIDO;NÃO ELEITO;2430
2016;SP;ARAÇOIABA DA SERRA;PREFEITO;1;294;PSD;JOSÉ CARLOS DE QUEVEDO JUNIOR;DR. QUEVEDO;55;APTO;DEFERIDO;NÃO ELEITO;1710
2016;SP;ARAÇOIABA DA SERRA;PREFEITO;1;294;PSDB;ALEXSANDRO DELFINO;ALECÃO;45;APTO;DEFERIDO;NÃO ELEITO;782
2016;SP;ARAÇOIABA DA SERRA;PREFEITO;1;294;PTB;ALDEMIR LOPES DE MESQUITA FRANKLIM;ALDEMIR FRANKLIN;14;INAPTO;INDEFERIDO;NÃO ELEITO;0
2016;SP;ARAMINA;PREFEITO;1;50;PSDB;DALVA APARECIDA PIERAZO RODRIGUES;DALVINHA;45;APTO;DEFERIDO;ELEITO;2050
2016;SP;ARAMINA;PREFEITO;1;50;PSD;MARCOS ANTONIO ROSIN;MARCOS ROSIN;55;APTO;DEFERIDO;NÃO ELEITO;1962
2016;SP;ARANDU;PREFEITO;1;301;PR;LUIZ CARLOS DA COSTA;CASTELO;22;APTO;DEFERIDO;ELEITO;2273
2016;SP;ARANDU;PREFEITO;1;301;PSOL;WAGNER PINTO AGOSTINHO;WAGNER ARANDU;50;APTO;DEFERIDO;NÃO ELEITO;268
2016;SP;ARANDU;PREFEITO;1;301;PTB;PAULO SERGIO GUERSO;PAULO CIDOCA;14;APTO;INDEFERIDO COM RECURSO;NÃO ELEITO;0
2016;SP;ARAPEÍ;PREFEITO;1;18;SD;EDSON ANDRE DE SOUZA;EDINHO;77;APTO;DEFERIDO;ELEITO;726
2016;SP;ARAPEÍ;PREFEITO;1;18;PTB;RENÊ LÚCIO GONÇALVES;RENÊ;14;APTO;DEFERIDO;NÃO ELEITO;642
2016;SP;ARAPEÍ;PREFEITO;1;18;PSDB;CARLOS HENRIQUE DE PAULA RAMOS;TIM;45;APTO;DEFERIDO;NÃO ELEITO;374
2016;SP;ARAPEÍ;PREFEITO;1;18;PT;CLAUDEMIR FERREIRA DA COSTA;CLAUDEMIR - MI;13;APTO;DEFERIDO;NÃO ELEITO;196
2016;SP;ARAPEÍ;PREFEITO;1;18;PEN;PAULO MÁRCIO DE MELLO;PADRE PAULO;51;APTO;DEFERIDO;NÃO ELEITO;148
2016;SP;ARARAQUARA;PREFEITO;1;385;PT;EDSON ANTONIO EDINHO DA SILVA;EDINHO SILVA;13;APTO;DEFERIDO;ELEITO;27162
2016;SP;ARARAQUARA;PREFEITO;1;13;PSDB;EDNA SANDRA MARTINS;EDNA MARTINS;45;APTO;DEFERIDO;NÃO ELEITO;14822
2016;SP;ARARAQUARA;PREFEITO;1;13;PT;EDSON ANTONIO EDINHO DA SILVA;EDINHO SILVA;13;APTO;DEFERIDO;ELEITO;14058
2016;SP;ARARAQUARA;PREFEITO;1;385;PSDB;EDNA SANDRA MARTINS;EDNA MARTINS;45;APTO;DEFERIDO;NÃO ELEITO;13773
2016;SP;ARARAQUARA;PREFEITO;1;385;PMDB;ALUISIO AUGUSTO BRAZ;ALUÍSIO BOI;15;APTO;DEFERIDO;NÃO ELEITO;7934
2016;SP;ARARAQUARA;PREFEITO;1;385;PSB;ORLANDO MENGATTI FILHO;NINO MENGATTI;40;APTO;DEFERIDO;NÃO ELEITO;4619
2016;SP;ARARAQUARA;PREFEITO;1;13;PMDB;ALUISIO AUGUSTO BRAZ;ALUÍSIO BOI;15;APTO;DEFERIDO;NÃO ELEITO;4483
2016;SP;ARARAQUARA;PREFEITO;1;13;PSB;ORLANDO MENGATTI FILHO;NINO MENGATTI;40;APTO;DEFERIDO;NÃO ELEITO;3812
2016;SP;ARARAQUARA;PREFEITO;1;385;PSOL;CELIO PELICIARI DE PAULA JUNIOR;CELIO PELICIARI;50;APTO;DEFERIDO;NÃO ELEITO;2968
2016;SP;ARARAQUARA;PREFEITO;1;13;PSOL;CELIO PELICIARI DE PAULA JUNIOR;CELIO PELICIARI;50;APTO;DEFERIDO;NÃO ELEITO;2549
2016;SP;ARARAQUARA;PREFEITO;1;385;PRB;JOÃO SIQUEIRA DE FARIAS;JOÃO FARIAS;10;APTO;DEFERIDO;NÃO ELEITO;1577
2016;SP;ARARAQUARA;PREFEITO;1;13;PRB;JOÃO SIQUEIRA DE FARIAS;JOÃO FARIAS;10;APTO;DEFERIDO;NÃO ELEITO;1071
2016;SP;ARARAS;PREFEITO;1;14;PSDB;PEDRO ELISEU FILHO;PEDRINHO ELISEU;45;APTO;INDEFERIDO COM RECURSO;ELEITO;28788
2016;SP;ARARAS;PREFEITO;1;14;PSD;PAULO HENRIQUE DO NASCIMENTO;ENG. PAULINHO;55;APTO;DEFERIDO;NÃO ELEITO;14137
2016;SP;ARARAS;PREFEITO;1;14;PTB;MARIO COROCHEL NETO;BONEZINHO;14;APTO;DEFERIDO;NÃO ELEITO;10826
2016;SP;ARARAS;PREFEITO;1;14;PDT;BRENO ZANONI CORTELLA;BRENO CORTELLA;12;APTO;DEFERIDO;NÃO ELEITO;10691
2016;SP;ARARAS;PREFEITO;1;14;PTN;EDUARDO BAPTISTELLA SEVERINO;DU SEVERINO;19;APTO;DEFERIDO;NÃO ELEITO;3045
2016;SP;ARCO-ÍRIS;PREFEITO;1;143;PTB;ANA MARIA ZONER LEAL SERAFIM;ANA SERAFIM;14;APTO;DEFERIDO;ELEITO;1018
2016;SP;ARCO-ÍRIS;PREFEITO;1;143;PV;ALDO MANSANO FERNANDES;ALDO MANSANO;43;APTO;DEFERIDO;NÃO ELEITO;965
2016;SP;AREALVA;PREFEITO;1;300;PSDB;ELSON BANUTH BARRETO;DR ELSON;45;APTO;DEFERIDO;ELEITO;2874
2016;SP;AREALVA;PREFEITO;1;300;PSB;PAULO PADANOSQUE PEREIRA;PAULO PADANOSQUE;40;APTO;DEFERIDO;NÃO ELEITO;2351
2016;SP;AREIAS;PREFEITO;1;105;DEM;PAULO HENRIQUE DE SOUZA COUTINHO;PAULO HENRIQUE - PH;25;APTO;DEFERIDO;ELEITO;2061
2016;SP;AREIAS;PREFEITO;1;105;PSDB;GEOVANI SOUZA DE MIRANDA;GEOVANI;45;APTO;DEFERIDO;NÃO ELEITO;753
2016;SP;AREIÓPOLIS;PREFEITO;1;129;PR;ANTONIO MARCOS DOS SANTOS;TONI;22;APTO;DEFERIDO;ELEITO;3655
2016;SP;AREIÓPOLIS;PREFEITO;1;129;PPS;ADRIANO ROMUALDO DE OLIVEIRA;ADRIANO;23;APTO;DEFERIDO;NÃO ELEITO;2907
2016;SP;AREIÓPOLIS;PREFEITO;1;129;PTB;JONATHAN PIO DE OLIVEIRA;PEIXEIRO FILHO;14;APTO;DEFERIDO;NÃO ELEITO;372
2016;SP;ARIRANHA;PREFEITO;1;111;PTB;JOAMIR ROBERTO BARBOZA;JOAMIR;14;APTO;DEFERIDO;ELEITO;4591
2016;SP;ARIRANHA;PREFEITO;1;111;PSDB;FAUSTO JUNIOR STOPA;FAUSTO;45;APTO;DEFERIDO;NÃO ELEITO;1384
2016;SP;ARTUR NOGUEIRA;PREFEITO;1;75;PSDB;IVAN CLEBER VICENSOTTI;IVAN VICENSOTTI;45;APTO;DEFERIDO;ELEITO;15872
2016;SP;ARTUR NOGUEIRA;PREFEITO;1;75;PSD;CELSO CAPATO;CELSO CAPATO;55;APTO;DEFERIDO;NÃO ELEITO;10434
2016;SP;ARUJÁ;PREFEITO;1;335;PMDB;JOSE LUIZ MONTEIRO;DR ZE LUIZ MONTEIRO;15;APTO;DEFERIDO;ELEITO;16290
2016;SP;ARUJÁ;PREFEITO;1;335;PSD;LUIS ANTONIO DE CAMARGO;DR. LUIS CAMARGO;55;APTO;DEFERIDO;NÃO ELEITO;12152
2016;SP;ARUJÁ;PREFEITO;1;335;PSB;WILSON FERREIRA DA SILVA;DR WILSON;40;APTO;DEFERIDO;NÃO ELEITO;5084
2016;SP;ARUJÁ;PREFEITO;1;335;DEM;GILBERTO DANIEL;GIL DO GÁS;25;APTO;DEFERIDO;NÃO ELEITO;3350
2016;SP;ARUJÁ;PREFEITO;1;335;SD;GENESIO SEVERINO DA SILVA;GENESIO;77;INAPTO;INDEFERIDO;NÃO ELEITO;0
2016;SP;ASPÁSIA;PREFEITO;1;152;DEM;JOSUÉ EDUARDO DE ASSUNÇÃO;CALANGO;25;APTO;DEFERIDO;ELEITO;857
2016;SP;ASPÁSIA;PREFEITO;1;152;PSDB;ELIAS ROZ CANOS;LIA;45;APTO;DEFERIDO;NÃO ELEITO;828
2016;SP;ASSIS;PREFEITO;1;15;PDT;JOSÉ APARECIDO FERNANDES;JOSÉ FERNANDES;12;APTO;DEFERIDO COM RECURSO;ELEITO;11686
2016;SP;ASSIS;PREFEITO;1;290;PDT;JOSÉ APARECIDO FERNANDES;JOSÉ FERNANDES;12;APTO;DEFERIDO COM RECURSO;ELEITO;7131
2016;SP;ASSIS;PREFEITO;1;290;PSDB;RICARDO PINHEIRO SANTANA;RICARDO PINHEIRO;45;APTO;DEFERIDO;NÃO ELEITO;7121
2016;SP;ASSIS;PREFEITO;1;15;PSDB;RICARDO PINHEIRO SANTANA;RICARDO PINHEIRO;45;APTO;DEFERIDO;NÃO ELEITO;6672
2016;SP;ASSIS;PREFEITO;1;15;PHS;LUIS FERNANDO QUINTEIRO DE SOUZA;QUINTEIRO;31;APTO;DEFERIDO;NÃO ELEITO;5454
2016;SP;ASSIS;PREFEITO;1;290;PHS;LUIS FERNANDO QUINTEIRO DE SOUZA;QUINTEIRO;31;APTO;DEFERIDO;NÃO ELEITO;5315
2016;SP;ASSIS;PREFEITO;1;15;PTB;PAULO JOSE DELCHIARO;DR. PAULO DELCHIARO;14;APTO;DEFERIDO;NÃO ELEITO;1043
2016;SP;ASSIS;PREFEITO;1;290;PTB;PAULO JOSE DELCHIARO;DR. PAULO DELCHIARO;14;APTO;DEFERIDO;NÃO ELEITO;920
2016;SP;ASSIS;PREFEITO;1;15;PEN;MÁRCIO RIBEIRO;MÁRCIO DA ANTENA JOVEM;51;APTO;DEFERIDO;NÃO ELEITO;606
2016;SP;ASSIS;PREFEITO;1;290;PSOL;LETÍCIA BARBOSA SILVA;LETÍCIA SILVA;50;APTO;DEFERIDO;NÃO ELEITO;337
2016;SP;ASSIS;PREFEITO;1;290;PEN;MÁRCIO RIBEIRO;MÁRCIO DA ANTENA JOVEM;51;APTO;DEFERIDO;NÃO ELEITO;292
2016;SP;ASSIS;PREFEITO;1;15;PSOL;LETÍCIA BARBOSA SILVA;LETÍCIA SILVA;50;APTO;DEFERIDO;NÃO ELEITO;282
2016;SP;ASSIS;PREFEITO;1;15;PCO;VINÍCIUS COSTA SOUZA;VINÍCIUS COSTA SOUZA;29;APTO;DEFERIDO;NÃO ELEITO;51
2016;SP;ASSIS;PREFEITO;1;290;PCO;VINÍCIUS COSTA SOUZA;VINÍCIUS COSTA SOUZA;29;APTO;DEFERIDO;NÃO ELEITO;23
2016;SP;ATIBAIA;PREFEITO;1;16;PSB;SAULO PEDROSO DE SOUZA;SAULO;40;APTO;DEFERIDO;ELEITO;37300
2016;SP;ATIBAIA;PREFEITO;1;16;PV;JOSÉ ROBERTO TRICOLI;BETO TRICOLI;43;APTO;DEFERIDO;NÃO ELEITO;18442
2016;SP;ATIBAIA;PREFEITO;1;16;PMN;ANA PAULA CARVALHO BEATHALTER;ANA PAULA BEATHALTER;33;APTO;DEFERIDO;NÃO ELEITO;10256
2016;SP;AURIFLAMA;PREFEITO;1;225;PSDB;OTAVIO HENRIQUE ORTUNHO WEDEKIN;DR OTAVIO WEDEKIN;45;APTO;DEFERIDO;ELEITO;5162
2016;SP;AURIFLAMA;PREFEITO;1;225;PSB;FRANCISCO CARLOS OLIVA;CHICO OLIVA;40;APTO;DEFERIDO;NÃO ELEITO;2570
2016;SP;AURIFLAMA;PREFEITO;1;225;PTN;PAULO EDUARDO TOMAZ DA SILVA;PAULO EDUARDO;19;APTO;DEFERIDO;NÃO ELEITO;1020
2016;SP;AVAÍ;PREFEITO;1;300;PSD;ANDRÉ LUIS DA SILVEIRA ANTONIO;ANDRÉ DO NETO;55;APTO;DEFERIDO;ELEITO;1253
2016;SP;AVAÍ;PREFEITO;1;300;PRP;LUCIANO IOSHIMASA IANAGUIHARA;LUCIANO JAPONÊS;44;APTO;DEFERIDO;NÃO ELEITO;967
2016;SP;AVAÍ;PREFEITO;1;300;PTB;CELSO ROBERTO DE FAVERI;CELSÃO;14;APTO;DEFERIDO;NÃO ELEITO;797
2016;SP;AVAÍ;PREFEITO;1;300;PHS;KENNEDY DE AZEVEDO MENDONÇA LIMA;NEGÃO DA CONSTRUÇÃO;31;APTO;DEFERIDO;NÃO ELEITO;536
2016;SP;AVAÍ;PREFEITO;1;300;PEN;ANTONIO LUIZ SERRA DA SILVEIRA;TULA;51;APTO;DEFERIDO;NÃO ELEITO;38
2016;SP;AVANHANDAVA;PREFEITO;1;289;PSD;CIRO AUGUSTO MOURA VENERONI;CIRO;55;APTO;DEFERIDO;ELEITO;3367
2016;SP;AVANHANDAVA;PREFEITO;1;289;DEM;ALFEU VARGAS;FREU VARGAS;25;APTO;DEFERIDO;NÃO ELEITO;2385
2016;SP;AVANHANDAVA;PREFEITO;1;289;PMDB;JOSE ROBERTO VIDAL;ROBERTO VIDAL;15;APTO;DEFERIDO;NÃO ELEITO;459
2016;SP;AVARÉ;PREFEITO;1;17;PTB;JOSELYR BENEDITO COSTA SILVESTRE;JO SILVESTRE;14;APTO;DEFERIDO;ELEITO;19542
2016;SP;AVARÉ;PREFEITO;1;17;PSDB;DENILSON ROCHA ZIROLDO;DENILSON ZIROLDO;45;APTO;DEFERIDO;NÃO ELEITO;13368
2016;SP;AVARÉ;PREFEITO;1;17;PV;MARCELO JOSÉ ORTEGA;MARCELO ORTEGA;43;APTO;DEFERIDO;NÃO ELEITO;9190
2016;SP;BADY BASSITT;PREFEITO;1;126;PPS;LUIZ ANTONIO TOBARDINI;TOBARDINI;23;APTO;DEFERIDO;ELEITO;4979
2016;SP;BADY BASSITT;PREFEITO;1;126;PTB;JANIMEIRI CATELANI BUZZI;MEIRI CATELANI;14;APTO;DEFERIDO;NÃO ELEITO;3876
2016;SP;BALBINOS;PREFEITO;1;95;PSDB;BENEDITO JACKSON BALANCIERI;JACKSON;45;APTO;DEFERIDO;ELEITO;991
2016;SP;BÁLSAMO;PREFEITO;1;72;PMDB;CARLOS EDUARDO CARMONA LOURENÇO;DU;15;APTO;DEFERIDO;ELEITO;3255
2016;SP;BÁLSAMO;PREFEITO;1;72;DEM;JOSE SOLER PANTANO;ZÉ PANTANO;25;APTO;DEFERIDO;NÃO ELEITO;2922
2016;SP;BANANAL;PREFEITO;1;18;PSDB;JORGE DA SILVA RODRIGUES FILHO;PELECO;45;APTO;DEFERIDO;ELEITO;3205
2016;SP;BANANAL;PREFEITO;1;18;PP;ANTONIO CARLOS RAMOS DA SILVA;GODÔ;11;APTO;DEFERIDO;NÃO ELEITO;1750
2016;SP;BANANAL;PREFEITO;1;18;PV;MIRIAN FERREIRA DE OLIVEIRA BRUNO;MIRIAN BRUNO;43;APTO;DEFERIDO;NÃO ELEITO;1223
2016;SP;BANANAL;PREFEITO;1;18;PMDB;AMÓS FELIX DA SILVA RIBEIRO;AMÓS RIBEIRO;15;APTO;DEFERIDO;NÃO ELEITO;538
2016;SP;BARÃO DE ANTONINA;PREFEITO;1;56;PSDB;MARIA ROSA BUENO DE MEIRA;MARIA NERES;45;APTO;DEFERIDO;ELEITO;1165
2016;SP;BARÃO DE ANTONINA;PREFEITO;1;56;PT;CINTIA ALVES DA COSTA;CINTIA ALVES;13;APTO;DEFERIDO;NÃO ELEITO;967
2016;SP;BARBOSA;PREFEITO;1;289;DEM;PAULO CÉSAR BALIEIRO;PAULINHO;25;APTO;DEFERIDO;ELEITO;1810
2016;SP;BARBOSA;PREFEITO;1;289;PSDB;JOÃO DOS REIS MARTINS;JOÃO BOI;45;APTO;DEFERIDO;NÃO ELEITO;1295
2016;SP;BARBOSA;PREFEITO;1;289;PSD;RODRIGO PRIMO ANTUNES;RODRIGO;55;APTO;DEFERIDO;NÃO ELEITO;1265
2016;SP;BARIRI;PREFEITO;1;19;PMDB;AIRTON LUIS PEGORARO;AIRTON PEGORARO;15;APTO;DEFERIDO;NÃO ELEITO;4735
2016;SP;BARIRI;PREFEITO;1;19;PSD;WELLINGTON POLLONIO BOF;PARRAGUINHA;55;APTO;DEFERIDO;NÃO ELEITO;4667
2016;SP;BARIRI;PREFEITO;1;19;PDT;DEOLINDA MARIA ANTUNES MARINO;DEO MARINO;12;APTO;DEFERIDO;NÃO ELEITO;710
2016;SP;BARIRI;PREFEITO;1;19;PSDB;FRANCISCO LEONI NETO;NETO LEONI;45;APTO;INDEFERIDO COM RECURSO;NÃO ELEITO;0
2016;SP;BARRA BONITA;PREFEITO;1;200;PMDB;JOSÉ LUIS RICI;ZEQUINHA RICI;15;APTO;DEFERIDO;ELEITO;12001
2016;SP;BARRA BONITA;PREFEITO;1;200;PSDB;GLAUBER GUILHERME BELARMINO;GUILHERME BELARMINO;45;APTO;DEFERIDO;NÃO ELEITO;9682
2016;SP;BARRA BONITA;PREFEITO;1;200;PT;MARCELO CEZAR DUARTE CAVINATO;MARCELO CAVINATO;13;APTO;DEFERIDO;NÃO ELEITO;366
2016;SP;BARRA DO CHAPÉU;PREFEITO;1;10;PT;JANETE SARTI DO AMARAL;JANETE SARTI;13;APTO;DEFERIDO;ELEITO;1444
2016;SP;BARRA DO CHAPÉU;PREFEITO;1;10;DEM;FERNANDA ALGAUER PERCIANO;FERNANDA ENFERMEIRA;25;APTO;DEFERIDO;NÃO ELEITO;1422
2016;SP;BARRA DO CHAPÉU;PREFEITO;1;10;PDT;ANGELO GUIDO WERNEQUE RIBAS;GUIDO;12;INAPTO;INDEFERIDO;NÃO ELEITO;0
2016;SP;BARRA DO TURVO;PREFEITO;1;228;PSDB;JEFFERSON LUIZ MARTINS;DR. JEFFERSON;45;APTO;DEFERIDO;ELEITO;2385
2016;SP;BARRA DO TURVO;PREFEITO;1;228;PDT;ELIZABETE DE OLIVEIRA;BETE DO GETULIO;12;APTO;DEFERIDO;NÃO ELEITO;1719
2016;SP;BARRA DO TURVO;PREFEITO;1;228;PMDB;ROSANA MENDES DE LIMA;ROSANA DO EDINHO;15;APTO;DEFERIDO;NÃO ELEITO;1175
2016;SP;BARRA DO TURVO;PREFEITO;1;228;PSD;ROBERTO NUNES DA ROSA;ROBERTO CATARINA;55;APTO;DEFERIDO;NÃO ELEITO;19
2016;SP;BARRETOS;PREFEITO;1;21;PSDB;GUILHERME HENRIQUE DE ÁVILA;GUILHERME ÁVILA;45;APTO;DEFERIDO;ELEITO;26681
2016;SP;BARRETOS;PREFEITO;1;21;PSB;MARIA DA GRAÇA OLIVEIRA LEMOS;GRAÇA LEMOS;40;APTO;DEFERIDO;NÃO ELEITO;25165
2016;SP;BARRETOS;PREFEITO;1;21;PHS;JOSE JESUS APARECIDO DE FARIA;J FARIA (J FARIA);31;APTO;DEFERIDO;NÃO ELEITO;4153
2016;SP;BARRETOS;PREFEITO;1;21;PSOL;JOSÉ GERALDO RESENDE;JOSÉ GERALDO;50;APTO;DEFERIDO;NÃO ELEITO;665
2016;SP;BARRINHA;PREFEITO;1;135;PPS;MITUO TAKAHASI;KATIÁ;23;APTO;DEFERIDO;ELEITO;13056
2016;SP;BARRINHA;PREFEITO;1;135;PMDB;NELITON DA SILVA;TIM;15;APTO;DEFERIDO;NÃO ELEITO;4687
2016;SP;BARRINHA;PREFEITO;1;135;PT;ELVIS ANTUNES RUAS;DON ELVIS;13;APTO;DEFERIDO;NÃO ELEITO;304
2016;SP;BARUERI;PREFEITO;1;199;PSDB;RUBENS FURLAN;RUBENS FURLAN;45;APTO;DEFERIDO COM RECURSO;ELEITO;77477
2016;SP;BARUERI;PREFEITO;1;386;PSDB;RUBENS FURLAN;RUBENS FURLAN;45;APTO;DEFERIDO COM RECURSO;ELEITO;65773
2016;SP;BARUERI;PREFEITO;1;199;PSOL;SAULO GOES DE ALBUQUERQUE;SAULO GOES;50;APTO;DEFERIDO;NÃO ELEITO;10991
2016;SP;BARUERI;PREFEITO;1;386;PSOL;SAULO GOES DE ALBUQUERQUE;SAULO GOES;50;APTO;DEFERIDO;NÃO ELEITO;8131
2016;SP;BARUERI;PREFEITO;1;199;PMN;MANOEL LUIZ MARQUES DE LIMA;NÉO MARQUES;33;APTO;DEFERIDO;NÃO ELEITO;2353
2016;SP;BARUERI;PREFEITO;1;386;REDE;CLAUDIO DE JESUS PAES;CLAUDIO PAES;18;APTO;DEFERIDO;NÃO ELEITO;1649
2016;SP;BARUERI;PREFEITO;1;199;REDE;CLAUDIO DE JESUS PAES;CLAUDIO PAES;18;APTO;DEFERIDO;NÃO ELEITO;1638
2016;SP;BARUERI;PREFEITO;1;386;PMN;MANOEL LUIZ MARQUES DE LIMA;NÉO MARQUES;33;APTO;DEFERIDO;NÃO ELEITO;1048
2016;SP;BASTOS;PREFEITO;1;184;PMDB;MANOEL IRONIDES ROSA;MANOEL ROSA;15;APTO;DEFERIDO;ELEITO;4461
